id,parent,child
17394,Hypnosis,/wiki/Lincoln_Quantrell_(Earth-616)
17395,Equestrianism,/wiki/Lincoln_Quantrell_(Earth-616)
17396,Americans,/wiki/Lon_Crag_(Earth-616)
17397,Invulnerability,/wiki/Lon_Crag_(Earth-616)
17398,Flight,/wiki/Lon_Crag_(Earth-616)
17399,Mutants (Homo superior),/wiki/Lucas_Jackson_(Earth-616)
17400,Americans,/wiki/Lucas_Jackson_(Earth-616)
17401,Empaths,/wiki/Lucas_Jackson_(Earth-616)
17402,Stan Lee/Creator,/wiki/Lucy_Scott_(Earth-616)
17403,Jack Kirby/Creator,/wiki/Lucy_Scott_(Earth-616)
17404,Americans,/wiki/Lucy_Scott_(Earth-616)
17405,Americans,/wiki/Lunk_Morton_(Earth-616)
17406,Stan Lee/Creator,/wiki/Lunk_Morton_(Earth-616)
17407,Jack Kirby/Creator,/wiki/Lunk_Morton_(Earth-616)
17408,Stan Lee/Creator,/wiki/M%27Wabu_(Earth-616)
17409,Jack Kirby/Creator,/wiki/M%27Wabu_(Earth-616)
17410,Terrigenesis,/wiki/Makus_(Earth-616)
17411,Mutates,/wiki/Makus_(Earth-616)
17412,Inhumans (Inhomo supremis),/wiki/Makus_(Earth-616)
17413,Flight,/wiki/Malcolm_Drake_(Earth-616)
17414,Invulnerability,/wiki/Malcolm_Drake_(Earth-616)
17415,Magicians,/wiki/Malcolm_Drake_(Earth-616)
17416,Mutants (Homo superior),/wiki/Malcolm_Monroe_(Earth-616)
17417,Canadians,/wiki/Malcolm_Monroe_(Earth-616)
17418,Twins,/wiki/Malcolm_Monroe_(Earth-616)
17419,Mutants (Homo superior),/wiki/Marabeth_(Earth-616)
17420,Americans,/wiki/Marabeth_(Earth-616)
17421,Intangibility,/wiki/Marabeth_(Earth-616)
17422,Terrigenesis,/wiki/Marak_(Earth-616)
17423,Mutates,/wiki/Marak_(Earth-616)
17424,Inhumans (Inhomo supremis),/wiki/Marak_(Earth-616)
17425,Stan Lee/Creator,/wiki/Mark_Faraday_(Earth-616)
17426,Jack Kirby/Creator,/wiki/Mark_Faraday_(Earth-616)
17427,Americans,/wiki/Mark_Faraday_(Earth-616)
17428,Telekinesis,/wiki/Martian_Phoenix_(Earth-616)
17429,Shapeshifters,/wiki/Martian_Phoenix_(Earth-616)
17430,Flight,/wiki/Martian_Phoenix_(Earth-616)
17431,Mutants (Homo superior),/wiki/Matchstick_Girl_(Earth-616)
17432,Americans,/wiki/Matchstick_Girl_(Earth-616)
17433,Flaming Body,/wiki/Matchstick_Girl_(Earth-616)
17434,Mutants (Homo superior),/wiki/Matthew_(Mutant)_(Earth-616)
17435,Americans,/wiki/Matthew_(Mutant)_(Earth-616)
17436,Telekinesis,/wiki/Matthew_(Mutant)_(Earth-616)
17437,Americans,/wiki/Max_Farrell_(Earth-616)
17438,Mercenaries,/wiki/Max_Farrell_(Earth-616)
17439,Leaping,/wiki/Max_Farrell_(Earth-616)
17440,Americans,/wiki/Max_Kole_(Earth-616)
17441,Stan Lee/Creator,/wiki/Max_Kole_(Earth-616)
17442,Steve Ditko/Creator,/wiki/Max_Kole_(Earth-616)
17443,X-Men (Earth-616)/Members,/wiki/Maya_Jackson_(Earth-616)
17444,Mutants (Homo superior),/wiki/Maya_Jackson_(Earth-616)
17445,Americans,/wiki/Maya_Jackson_(Earth-616)
17446,Americans,/wiki/Meadowlark_(Earth-616)
17447,Hypnosis,/wiki/Meadowlark_(Earth-616)
17448,Flight,/wiki/Meadowlark_(Earth-616)
17449,Magicians,/wiki/Megan_Daemon_(Earth-616)
17450,Chris Claremont/Creator,/wiki/Megan_Daemon_(Earth-616)
17451,Stan Lee/Creator,/wiki/Mike_the_Strong_Man_(Earth-616)
17452,Jack Kirby/Creator,/wiki/Mike_the_Strong_Man_(Earth-616)
17453,Americans,/wiki/Mike_the_Strong_Man_(Earth-616)
17454,Terrigenesis,/wiki/Mikon_(Earth-616)
17455,Mutates,/wiki/Mikon_(Earth-616)
17456,Inhumans (Inhomo supremis),/wiki/Mikon_(Earth-616)
17457,Mutants (Homo superior),/wiki/Milo_Smutts_(Earth-616)
17458,Americans,/wiki/Milo_Smutts_(Earth-616)
17459,Pheromones,/wiki/Milo_Smutts_(Earth-616)
17460,Stan Lee/Creator,/wiki/Molly_Margaret_McSnide_(Earth-616)
17461,Jack Kirby/Creator,/wiki/Molly_Margaret_McSnide_(Earth-616)
17462,Americans,/wiki/Molly_Margaret_McSnide_(Earth-616)
17463,Vampires,/wiki/Mona_Welles_(Earth-616)
17464,Americans,/wiki/Mona_Welles_(Earth-616)
17465,Hypnosis,/wiki/Mona_Welles_(Earth-616)
17466,Shapeshifters,/wiki/Mona_Welles_(Earth-616)
17467,Mutates,/wiki/Monte_Devlin_(Earth-616)
17468,Empire State University Student,/wiki/Monte_Devlin_(Earth-616)
17469,Olympians,/wiki/Morpheus_(Earth-616)
17470,Stan Lee/Creator,/wiki/Morpheus_(Earth-616)
17471,Mutates,/wiki/Morton_Erg_(Earth-616)
17472,Americans,/wiki/Morton_Erg_(Earth-616)
17473,Shapeshifters,/wiki/Morton_Erg_(Earth-616)
17474,Stan Lee/Creator,/wiki/Mr._Barning_(Earth-616)
17475,Steve Ditko/Creator,/wiki/Mr._Barning_(Earth-616)
17476,Americans,/wiki/Mr._Barning_(Earth-616)
17477,Terrigenesis,/wiki/Mr._Samalson_(Earth-616)
17478,Mutates,/wiki/Mr._Samalson_(Earth-616)
17479,Inhumans (Inhomo supremis),/wiki/Mr._Samalson_(Earth-616)
17480,Americans,/wiki/Mr._Vort_(Earth-616)
17481,Stan Lee/Creator,/wiki/Mr._Vort_(Earth-616)
17482,Steve Ditko/Creator,/wiki/Mr._Vort_(Earth-616)
17483,Mutants (Homo superior),/wiki/Mrs._Costanza_(Earth-616)
17484,Americans,/wiki/Mrs._Costanza_(Earth-616)
17485,Mind Control,/wiki/Mrs._Costanza_(Earth-616)
17486,Mutants (Homo superior),/wiki/Ms._Fingers_(Earth-616)
17487,Americans,/wiki/Ms._Fingers_(Earth-616)
17488,Invisibility,/wiki/Ms._Fingers_(Earth-616)
17489,Magicians,/wiki/Mt%27nox_(Earth-616)
17490,Shapeshifters,/wiki/Mt%27nox_(Earth-616)
17491,Terrigenesis,/wiki/Mullox_(Earth-616)
17492,Mutates,/wiki/Mullox_(Earth-616)
17493,Inhumans (Inhomo supremis),/wiki/Mullox_(Earth-616)
17494,Mutates,/wiki/Mutate_682_(Earth-616)
17495,Mutants (Homo superior),/wiki/Mutate_682_(Earth-616)
17496,Shapeshifters,/wiki/Mutate_682_(Earth-616)
17497,Stan Lee/Creator,/wiki/Nameless_Mass_(Earth-616)
17498,Jack Kirby/Creator,/wiki/Nameless_Mass_(Earth-616)
17499,Energy Form,/wiki/Nameless_Mass_(Earth-616)
17500,Stan Lee/Creator,/wiki/Nan_Miller_(Earth-616)
17501,Jack Kirby/Creator,/wiki/Nan_Miller_(Earth-616)
17502,Americans,/wiki/Nan_Miller_(Earth-616)
17503,Magicians,/wiki/Narcia_(Earth-616)
17504,Atmokinesis,/wiki/Narcia_(Earth-616)
17505,Twins,/wiki/Narcia_(Earth-616)
17506,Olympians,/wiki/Neptunia_(Earth-616)
17507,Atmokinesis,/wiki/Neptunia_(Earth-616)
17508,Terrigenesis,/wiki/Nestor_(Inhuman)_(Earth-616)
17509,Mutates,/wiki/Nestor_(Inhuman)_(Earth-616)
17510,Inhumans (Inhomo supremis),/wiki/Nestor_(Inhuman)_(Earth-616)
17511,Mutants (Homo superior),/wiki/Nighteyes_(Eric)_(Earth-616)
17512,Americans,/wiki/Nighteyes_(Eric)_(Earth-616)
17513,Zoopathy,/wiki/Nighteyes_(Eric)_(Earth-616)
17514,Terrigenesis,/wiki/Nollik_(Earth-616)
17515,Mutates,/wiki/Nollik_(Earth-616)
17516,Inhumans (Inhomo supremis),/wiki/Nollik_(Earth-616)
17517,Mutates,/wiki/Octo-Monster_(Earth-616)
17518,Stan Lee/Creator,/wiki/Octo-Monster_(Earth-616)
17519,Jack Kirby/Creator,/wiki/Octo-Monster_(Earth-616)
17520,Terrigenesis,/wiki/Oracle_(Inhuman)_(Earth-616)
17521,Mutates,/wiki/Oracle_(Inhuman)_(Earth-616)
17522,Inhumans (Inhomo supremis),/wiki/Oracle_(Inhuman)_(Earth-616)
17523,Stan Lee/Creator,/wiki/Orville_Jones_(Earth-616)
17524,Americans,/wiki/Orville_Jones_(Earth-616)
17525,Hypnosis,/wiki/Orville_Jones_(Earth-616)
17526,Stan Lee/Creator,/wiki/Otto_Shmidt_(Earth-616)
17527,Jack Kirby/Creator,/wiki/Otto_Shmidt_(Earth-616)
17528,Mutates,/wiki/Ottokar_Meltzer_(Earth-616)
17529,Flight,/wiki/Ottokar_Meltzer_(Earth-616)
17530,Terrigenesis,/wiki/Ozel_(Earth-616)
17531,Mutates,/wiki/Ozel_(Earth-616)
17532,Inhumans (Inhomo supremis),/wiki/Ozel_(Earth-616)
17533,Terrigenesis,/wiki/Paraclete_(Earth-616)
17534,Mutates,/wiki/Paraclete_(Earth-616)
17535,Inhumans (Inhomo supremis),/wiki/Paraclete_(Earth-616)
17536,Mutants (Homo superior),/wiki/Pasco_(Earth-616)
17537,Mercenaries,/wiki/Pasco_(Earth-616)
17538,Force Field,/wiki/Pasco_(Earth-616)
17539,Americans,/wiki/Patrick_Trettel_(Earth-616)
17540,Mercenaries,/wiki/Patrick_Trettel_(Earth-616)
17541,Armor Users,/wiki/Patrick_Trettel_(Earth-616)
17542,Stan Lee/Creator,/wiki/Patten_(Earth-616)
17543,Steve Ditko/Creator,/wiki/Patten_(Earth-616)
17544,Americans,/wiki/Patten_(Earth-616)
17545,Stan Lee/Creator,/wiki/Patty_Barning_(Earth-616)
17546,Steve Ditko/Creator,/wiki/Patty_Barning_(Earth-616)
17547,Americans,/wiki/Patty_Barning_(Earth-616)
17548,Stan Lee/Creator,/wiki/Paul_Drumm_(Earth-616)
17549,Jack Kirby/Creator,/wiki/Paul_Drumm_(Earth-616)
17550,Americans,/wiki/Paul_Drumm_(Earth-616)
17551,Stan Lee/Creator,/wiki/Paul_Harper_(Earth-616)
17552,Jack Kirby/Creator,/wiki/Paul_Harper_(Earth-616)
17553,Americans,/wiki/Paul_Harper_(Earth-616)
17554,Mutants (Homo superior),/wiki/Paul_Pastor_(Earth-616)
17555,Formerly Deceased,/wiki/Paul_Pastor_(Earth-616)
17556,Americans,/wiki/Paul_Pastor_(Earth-616)
17557,Jack Kirby/Creator,/wiki/Paul_Ramsey_(Earth-616)
17558,Steve Ditko/Creator,/wiki/Paul_Ramsey_(Earth-616)
17559,Americans,/wiki/Paul_Ramsey_(Earth-616)
17560,Stan Lee/Creator,/wiki/Paul_Rodgers_(Earth-616)
17561,Jack Kirby/Creator,/wiki/Paul_Rodgers_(Earth-616)
17562,Americans,/wiki/Paul_Rodgers_(Earth-616)
17563,Mutates,/wiki/Paul_Vance_(Earth-616)
17564,Americans,/wiki/Paul_Vance_(Earth-616)
17565,Optic Blasts,/wiki/Paul_Vance_(Earth-616)
17566,Terrigenesis,/wiki/Payne_(Earth-616)
17567,Mutates,/wiki/Payne_(Earth-616)
17568,Inhumans (Inhomo supremis),/wiki/Payne_(Earth-616)
17569,Stan Lee/Creator,/wiki/Percival_Hawley_(Earth-616)
17570,Jack Kirby/Creator,/wiki/Percival_Hawley_(Earth-616)
17571,Mutants (Homo superior),/wiki/Perry_Hammond_(Earth-616)
17572,Americans,/wiki/Perry_Hammond_(Earth-616)
17573,Intangibility,/wiki/Perry_Hammond_(Earth-616)
17574,Mutates,/wiki/Persephone_(Spinsterhood)_(Earth-616)
17575,Flight,/wiki/Persephone_(Spinsterhood)_(Earth-616)
17576,Concussive Blasts,/wiki/Persephone_(Spinsterhood)_(Earth-616)
17577,Stan Lee/Creator,/wiki/Pete_Hunter_(Earth-616)
17578,Jack Kirby/Creator,/wiki/Pete_Hunter_(Earth-616)
17579,Americans,/wiki/Pete_Hunter_(Earth-616)
17580,Mutants (Homo superior),/wiki/Peter_King_(Earth-616)
17581,Americans,/wiki/Peter_King_(Earth-616)
17582,Telekinesis,/wiki/Peter_King_(Earth-616)
17583,Terrigenesis,/wiki/Phadros_(Inhuman)_(Earth-616)
17584,Mutates,/wiki/Phadros_(Inhuman)_(Earth-616)
17585,Inhumans (Inhomo supremis),/wiki/Phadros_(Inhuman)_(Earth-616)
17586,Flaming Body,/wiki/Phoenix_Messiah_(Demon)_(Earth-616)
17587,Phoenix Force,/wiki/Phoenix_Messiah_(Demon)_(Earth-616)
17588,Flight,/wiki/Phoenix_Messiah_(Demon)_(Earth-616)
17589,Terrigenesis,/wiki/Phyty_(Earth-616)
17590,Mutates,/wiki/Phyty_(Earth-616)
17591,Inhumans (Inhomo supremis),/wiki/Phyty_(Earth-616)
17592,Terrigenesis,/wiki/Pilose_(Earth-616)
17593,Mutates,/wiki/Pilose_(Earth-616)
17594,Inhumans (Inhomo supremis),/wiki/Pilose_(Earth-616)
17595,Terrigenesis,/wiki/Pinius_(Earth-616)
17596,Mutates,/wiki/Pinius_(Earth-616)
17597,Inhumans (Inhomo supremis),/wiki/Pinius_(Earth-616)
17598,Terrigenesis,/wiki/Piskas_(Earth-616)
17599,Mutates,/wiki/Piskas_(Earth-616)
17600,Inhumans (Inhomo supremis),/wiki/Piskas_(Earth-616)
17601,Americans,/wiki/Professor_Chalis_(Earth-616)
17602,Size Alteration,/wiki/Professor_Chalis_(Earth-616)
17603,Equestrianism,/wiki/Professor_Chalis_(Earth-616)
17604,Terrigenesis,/wiki/Putor_(Earth-616)
17605,Mutates,/wiki/Putor_(Earth-616)
17606,Inhumans (Inhomo supremis),/wiki/Putor_(Earth-616)
17607,Mutates,/wiki/Pyron_(Earth-616)
17608,Americans,/wiki/Pyron_(Earth-616)
17609,Flaming Body,/wiki/Pyron_(Earth-616)
17610,Terrigenesis,/wiki/Rajar_(Inhuman)_(Earth-616)
17611,Mutates,/wiki/Rajar_(Inhuman)_(Earth-616)
17612,Inhumans (Inhomo supremis),/wiki/Rajar_(Inhuman)_(Earth-616)
17613,Mutates,/wiki/Raptar_(Earth-616)
17614,Magicians,/wiki/Raptar_(Earth-616)
17615,Shapeshifters,/wiki/Raptar_(Earth-616)
17616,Mutants (Homo superior),/wiki/Rat_King_(Earth-616)
17617,Americans,/wiki/Rat_King_(Earth-616)
17618,Zoopathy,/wiki/Rat_King_(Earth-616)
17619,Gamma Ray Exposure,/wiki/Rebecca_Green_(Earth-616)
17620,Mutates,/wiki/Rebecca_Green_(Earth-616)
17621,Americans,/wiki/Rebecca_Green_(Earth-616)
17622,Mutants (Homo superior),/wiki/Reeva_Payge_(Earth-616)
17623,Americans,/wiki/Reeva_Payge_(Earth-616)
17624,Acoustikinesis,/wiki/Reeva_Payge_(Earth-616)
17625,Mutants (Homo superior),/wiki/Repulse_(Earth-616)
17626,Force Field,/wiki/Repulse_(Earth-616)
17627,Flight,/wiki/Repulse_(Earth-616)
17628,Mutates,/wiki/Rhino_(Ryan)_(Earth-616)
17629,Americans,/wiki/Rhino_(Ryan)_(Earth-616)
17630,Flight,/wiki/Rhino_(Ryan)_(Earth-616)
17631,Stan Lee/Creator,/wiki/Richard_Wormly_(Earth-616)
17632,Steve Ditko/Creator,/wiki/Richard_Wormly_(Earth-616)
17633,Americans,/wiki/Richard_Wormly_(Earth-616)
17634,Mutates,/wiki/Rico_Gawren_(Earth-616)
17635,Steve Ditko/Creator,/wiki/Rico_Gawren_(Earth-616)
17636,Americans,/wiki/Rico_Gawren_(Earth-616)
17637,Stan Lee/Creator,/wiki/Rinda_(Earth-616)
17638,Jack Kirby/Creator,/wiki/Rinda_(Earth-616)
17639,Stan Lee/Creator,/wiki/Robert_Bronson_(Earth-616)
17640,Jack Kirby/Creator,/wiki/Robert_Bronson_(Earth-616)
17641,Americans,/wiki/Robert_Bronson_(Earth-616)
17642,Stan Lee/Creator,/wiki/Robert_Carter_(Earth-616)
17643,Jack Kirby/Creator,/wiki/Robert_Carter_(Earth-616)
17644,Americans,/wiki/Robert_Carter_(Earth-616)
17645,Mutates,/wiki/Robert_Tisdell_(Earth-616)
17646,Americans,/wiki/Robert_Tisdell_(Earth-616)
17647,Shapeshifters,/wiki/Robert_Tisdell_(Earth-616)
17648,Stan Lee/Creator,/wiki/Rocky_Roberts_(Earth-616)
17649,Steve Ditko/Creator,/wiki/Rocky_Roberts_(Earth-616)
17650,Americans,/wiki/Rocky_Roberts_(Earth-616)
17651,Terrigenesis,/wiki/Rok_(Earth-616)
17652,Mutates,/wiki/Rok_(Earth-616)
17653,Inhumans (Inhomo supremis),/wiki/Rok_(Earth-616)
17654,Mutants (Homo superior),/wiki/Ronald_(Mutant)_(Earth-616)
17655,Americans,/wiki/Ronald_(Mutant)_(Earth-616)
17656,Acoustikinesis,/wiki/Ronald_(Mutant)_(Earth-616)
17657,Stan Lee/Creator,/wiki/Ronald_Rankin_(Earth-616)
17658,Jack Kirby/Creator,/wiki/Ronald_Rankin_(Earth-616)
17659,Americans,/wiki/Ronald_Rankin_(Earth-616)
17660,Mutants (Homo superior),/wiki/Ronnie_(Mutant_Shapeshifter)_(Earth-616)
17661,Americans,/wiki/Ronnie_(Mutant_Shapeshifter)_(Earth-616)
17662,Shapeshifters,/wiki/Ronnie_(Mutant_Shapeshifter)_(Earth-616)
17663,Hydra (Earth-616)/Members,/wiki/Rudolf_Kranz_(Earth-616)
17664,Chris Claremont/Creator,/wiki/Rudolf_Kranz_(Earth-616)
17665,Mutates,/wiki/Rush_(Warp_World)_(Earth-616)
17666,Americans,/wiki/Rush_(Warp_World)_(Earth-616)
17667,Flight,/wiki/Rush_(Warp_World)_(Earth-616)
17668,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Sabre_(Mutant)_(Earth-616)
17669,Mutants (Homo superior),/wiki/Sabre_(Mutant)_(Earth-616)
17670,Chris Claremont/Creator,/wiki/Sabre_(Mutant)_(Earth-616)
17671,Stan Lee/Creator,/wiki/Sam_Barker_(Earth-616)
17672,Jack Kirby/Creator,/wiki/Sam_Barker_(Earth-616)
17673,Americans,/wiki/Sam_Barker_(Earth-616)
17674,Mutates,/wiki/Sarah_Jessup_(Earth-616)
17675,Mutants (Homo superior),/wiki/Sarah_Jessup_(Earth-616)
17676,Americans,/wiki/Sarah_Jessup_(Earth-616)
17677,Mutants (Homo superior),/wiki/Sarah_Purser_(Earth-616)
17678,Americans,/wiki/Sarah_Purser_(Earth-616)
17679,Flight,/wiki/Sarah_Purser_(Earth-616)
17680,Terrigenesis,/wiki/Sasha_(Inhuman)_(Earth-616)
17681,Mutates,/wiki/Sasha_(Inhuman)_(Earth-616)
17682,Inhumans (Inhomo supremis),/wiki/Sasha_(Inhuman)_(Earth-616)
17683,Energy Absorption,/wiki/Scorchers_(Hazards)_(Earth-616)
17684,Invisibility,/wiki/Scorchers_(Hazards)_(Earth-616)
17685,Flight,/wiki/Scorchers_(Hazards)_(Earth-616)
17686,Mutants (Homo superior),/wiki/Seiji_Honda_(Earth-616)
17687,Telekinesis,/wiki/Seiji_Honda_(Earth-616)
17688,Mutants (Homo superior),/wiki/Seth_(Neo)_(Earth-616)
17689,Chris Claremont/Creator,/wiki/Seth_(Neo)_(Earth-616)
17690,Armor Users,/wiki/Seth_(Neo)_(Earth-616)
17691,Stan Lee/Creator,/wiki/Seth_Wilson_(Earth-616)
17692,Jack Kirby/Creator,/wiki/Seth_Wilson_(Earth-616)
17693,Americans,/wiki/Seth_Wilson_(Earth-616)
17694,Stan Lee/Creator,/wiki/Shadow_Man_(Earth-616)
17695,Steve Ditko/Creator,/wiki/Shadow_Man_(Earth-616)
17696,Size Alteration,/wiki/Shadow_Man_(Earth-616)
17697,Mutants (Homo superior),/wiki/Sheila_Blake_(Earth-616)
17698,Americans,/wiki/Sheila_Blake_(Earth-616)
17699,Homosexual Characters,/wiki/Sheila_Blake_(Earth-616)
17700,Mutates,/wiki/Shifter_(Earth-616)
17701,Shapeshifters,/wiki/Shifter_(Earth-616)
17702,Stan Lee/Creator,/wiki/Shorty_(Earth-616)
17703,Jack Kirby/Creator,/wiki/Shorty_(Earth-616)
17704,Americans,/wiki/Shorty_(Earth-616)
17705,Stan Lee/Creator,/wiki/Siegel_(Earth-616)
17706,Steve Ditko/Creator,/wiki/Siegel_(Earth-616)
17707,Americans,/wiki/Siegel_(Earth-616)
17708,Mutates,/wiki/Simon_Leech_(Earth-616)
17709,Americans,/wiki/Simon_Leech_(Earth-616)
17710,Equestrianism,/wiki/Simon_Leech_(Earth-616)
17711,Mercenaries,/wiki/Skull-Jacket_(Earth-616)
17712,Shapeshifters,/wiki/Skull-Jacket_(Earth-616)
17713,Mutates,/wiki/Slips_(Earth-616)
17714,Americans,/wiki/Slips_(Earth-616)
17715,Shapeshifters,/wiki/Slips_(Earth-616)
17716,Stan Lee/Creator,/wiki/Slugger_Sykes_(Earth-616)
17717,Jack Kirby/Creator,/wiki/Slugger_Sykes_(Earth-616)
17718,Americans,/wiki/Slugger_Sykes_(Earth-616)
17719,Terrigenesis,/wiki/Smilo_(Earth-616)
17720,Mutates,/wiki/Smilo_(Earth-616)
17721,Inhumans (Inhomo supremis),/wiki/Smilo_(Earth-616)
17722,Terrigenesis,/wiki/Snarkle_(Earth-616)
17723,Mutates,/wiki/Snarkle_(Earth-616)
17724,Inhumans (Inhomo supremis),/wiki/Snarkle_(Earth-616)
17725,Americans,/wiki/Spade_Desmond_(Earth-616)
17726,Stan Lee/Creator,/wiki/Spade_Desmond_(Earth-616)
17727,Jack Kirby/Creator,/wiki/Spade_Desmond_(Earth-616)
17728,Magicians,/wiki/Spawn_of_the_Witch_Queen_(Earth-616)
17729,Shapeshifters,/wiki/Spawn_of_the_Witch_Queen_(Earth-616)
17730,Terrigenesis,/wiki/Sporr_(Inhuman)_(Earth-616)
17731,Mutates,/wiki/Sporr_(Inhuman)_(Earth-616)
17732,Inhumans (Inhomo supremis),/wiki/Sporr_(Inhuman)_(Earth-616)
17733,Mutates,/wiki/Sserpo_(Earth-616)
17734,Stan Lee/Creator,/wiki/Sserpo_(Earth-616)
17735,Jack Kirby/Creator,/wiki/Sserpo_(Earth-616)
17736,Shapeshifters,/wiki/Ssrov_(Earth-616)
17737,Size Alteration,/wiki/Ssrov_(Earth-616)
17738,Mutates,/wiki/Steel_Harris_(Earth-616)
17739,Jim Starlin/Creator,/wiki/Steel_Harris_(Earth-616)
17740,Americans,/wiki/Steel_Harris_(Earth-616)
17741,Mutates,/wiki/Steve_Beaulieu_(Earth-616)
17742,Americans,/wiki/Steve_Beaulieu_(Earth-616)
17743,Concussive Blasts,/wiki/Steve_Beaulieu_(Earth-616)
17744,Stan Lee/Creator,/wiki/Steve_Miller_(Earth-616)
17745,Jack Kirby/Creator,/wiki/Steve_Miller_(Earth-616)
17746,Americans,/wiki/Steve_Miller_(Earth-616)
17747,Americans,/wiki/Strongman_(Spider-Squad)_(Earth-616)
17748,Mercenaries,/wiki/Strongman_(Spider-Squad)_(Earth-616)
17749,Armor Users,/wiki/Strongman_(Spider-Squad)_(Earth-616)
17750,Stan Lee/Creator,/wiki/Swami_River_(Earth-616)
17751,Steve Ditko/Creator,/wiki/Swami_River_(Earth-616)
17752,Americans,/wiki/Swami_River_(Earth-616)
17753,Terrigenesis,/wiki/Sylk_(Earth-616)
17754,Mutates,/wiki/Sylk_(Earth-616)
17755,Inhumans (Inhomo supremis),/wiki/Sylk_(Earth-616)
17756,Terrigenesis,/wiki/Tally_(Earth-616)
17757,Mutates,/wiki/Tally_(Earth-616)
17758,Inhumans (Inhomo supremis),/wiki/Tally_(Earth-616)
17759,Terrigenesis,/wiki/Tavatar_(Earth-616)
17760,Mutates,/wiki/Tavatar_(Earth-616)
17761,Inhumans (Inhomo supremis),/wiki/Tavatar_(Earth-616)
17762,Terrigenesis,/wiki/Terrigene_(Earth-616)
17763,Mutates,/wiki/Terrigene_(Earth-616)
17764,Inhumans (Inhomo supremis),/wiki/Terrigene_(Earth-616)
17765,X-Men (Earth-616)/Members,/wiki/Terry_Raymond_(Earth-616)
17766,Mutants (Homo superior),/wiki/Terry_Raymond_(Earth-616)
17767,Americans,/wiki/Terry_Raymond_(Earth-616)
17768,Terrigenesis,/wiki/Tethys_(Inhuman)_(Earth-616)
17769,Mutates,/wiki/Tethys_(Inhuman)_(Earth-616)
17770,Inhumans (Inhomo supremis),/wiki/Tethys_(Inhuman)_(Earth-616)
17771,Terrigenesis,/wiki/Thera_(Inhuman)_(Earth-616)
17772,Mutates,/wiki/Thera_(Inhuman)_(Earth-616)
17773,Inhumans (Inhomo supremis),/wiki/Thera_(Inhuman)_(Earth-616)
17774,Terrigenesis,/wiki/Thernon_(Earth-616)
17775,Mutates,/wiki/Thernon_(Earth-616)
17776,Inhumans (Inhomo supremis),/wiki/Thernon_(Earth-616)
17777,Mutates,/wiki/Thing_from_the_Swamp_(Hans)_(Earth-616)
17778,Bulletproof,/wiki/Thing_from_the_Swamp_(Hans)_(Earth-616)
17779,Stan Lee/Creator,/wiki/Thorn_Trask_(Earth-616)
17780,Americans,/wiki/Thorn_Trask_(Earth-616)
17781,Equestrianism,/wiki/Thorn_Trask_(Earth-616)
17782,Mutates,/wiki/Tiger_Duncan_(Earth-616)
17783,Americans,/wiki/Tiger_Duncan_(Earth-616)
17784,Mind Control,/wiki/Tiger_Duncan_(Earth-616)
17785,Stan Lee/Creator,/wiki/Timothy_Jones_(Adult)_(Earth-616)
17786,Jack Kirby/Creator,/wiki/Timothy_Jones_(Adult)_(Earth-616)
17787,Americans,/wiki/Timothy_Jones_(Adult)_(Earth-616)
17788,Terrigenesis,/wiki/Tolos_(Earth-616)
17789,Mutates,/wiki/Tolos_(Earth-616)
17790,Inhumans (Inhomo supremis),/wiki/Tolos_(Earth-616)
17791,Stan Lee/Creator,"/wiki/Tom_Bobkins,_Jr._(Earth-616)"
17792,Steve Ditko/Creator,"/wiki/Tom_Bobkins,_Jr._(Earth-616)"
17793,Americans,"/wiki/Tom_Bobkins,_Jr._(Earth-616)"
17794,Stan Lee/Creator,"/wiki/Tom_Bobkins,_Sr._(Earth-616)"
17795,Steve Ditko/Creator,"/wiki/Tom_Bobkins,_Sr._(Earth-616)"
17796,Americans,"/wiki/Tom_Bobkins,_Sr._(Earth-616)"
17797,Stan Lee/Creator,/wiki/Tom_Smith_(Alien)_(Earth-616)
17798,Flight,/wiki/Tom_Smith_(Alien)_(Earth-616)
17799,Shapeshifters,/wiki/Tom_Smith_(Alien)_(Earth-616)
17800,Stan Lee/Creator,/wiki/Tommy_Tomkins_(Earth-616)
17801,Steve Ditko/Creator,/wiki/Tommy_Tomkins_(Earth-616)
17802,Americans,/wiki/Tommy_Tomkins_(Earth-616)
17803,Mutates,/wiki/Tommy_Webster_(Earth-616)
17804,Americans,/wiki/Tommy_Webster_(Earth-616)
17805,Possession,/wiki/Tommy_Webster_(Earth-616)
17806,Mutants (Homo superior),/wiki/Tony_Romeo_(Earth-616)
17807,Americans,/wiki/Tony_Romeo_(Earth-616)
17808,Flaming Body,/wiki/Tony_Romeo_(Earth-616)
17809,Americans,/wiki/Top_Man_(Earth-616)
17810,Stan Lee/Creator,/wiki/Top_Man_(Earth-616)
17811,Jack Kirby/Creator,/wiki/Top_Man_(Earth-616)
17812,Stan Lee/Creator,/wiki/Torger_(Earth-616)
17813,Jack Kirby/Creator,/wiki/Torger_(Earth-616)
17814,Mutants (Homo superior),/wiki/Trois_(Earth-616)
17815,Americans,/wiki/Trois_(Earth-616)
17816,Optic Blasts,/wiki/Trois_(Earth-616)
17817,Stan Lee/Creator,/wiki/Trudy_and_Tessie_Tempest_(Earth-616)
